,hmdxx_min,hmdxx_max,hmdxx_median-1,hmdxx_max_hour,temp_min,temp_max,dew_point_temp_max,sun_rise,sun_set,visibility_mean,day_of_week,week_of_year,day_type,daily_peak
2007-09-06,20.545822231602614,39.731899273971976,23.01519703999016,16.0,16.7,33.8,19.7,7.0,20.0,18.566666666666674,3.0,36.0,0,23608.0
2007-09-07,28.241353791902856,37.843484392642296,30.57855519204535,12.0,22.6,32.9,19.5,7.0,20.0,15.087500000000004,4.0,36.0,0,24046.0
2007-09-10,15.354082892645627,26.020139763555,20.730731025774116,14.0,13.3,23.0,15.1,7.0,20.0,24.10000000000001,0.0,37.0,0,19486.0
2007-09-11,12.806291193030367,24.749161922375965,22.15538101141596,12.0,11.8,22.1,15.3,7.0,20.0,23.033333333333346,1.0,37.0,0,18919.0
2007-09-12,11.796927861599428,20.206291193030363,19.71555484589349,14.0,11.4,19.2,10.4,7.0,20.0,24.10000000000001,2.0,37.0,0,18288.0
2007-09-13,8.712309260415577,22.354082892645632,14.709187652293787,15.0,9.0,20.3,14.8,7.0,20.0,23.70000000000001,3.0,37.0,0,18580.0
2007-09-14,12.587231117169225,29.67839678180656,19.69542781494618,14.0,12.3,28.5,15.1,7.0,20.0,21.233333333333345,4.0,37.0,0,19249.0
2007-09-17,6.355460952385403,19.126909929545523,11.957871560211304,14.0,7.2,19.7,10.8,7.0,20.0,23.166666666666675,0.0,38.0,0,18277.0
2007-09-18,10.232518581737326,22.350956971299283,16.107559904124848,12.0,9.7,21.3,13.1,7.0,20.0,22.90000000000001,1.0,38.0,0,18450.0
2007-09-19,13.50338876273794,29.123678357637157,18.9286519577788,15.0,11.5,25.9,15.5,7.0,20.0,18.275000000000006,2.0,38.0,0,19683.0
2007-09-20,18.67689020317053,27.191399544532143,24.44602719963696,15.0,15.6,24.1,15.1,8.0,20.0,24.10000000000001,3.0,38.0,0,19930.0
2007-09-21,14.953114696603752,33.654204867902074,23.00916054662561,14.0,13.1,27.5,18.2,8.0,20.0,17.966666666666672,4.0,38.0,0,20239.0
2007-09-24,11.747222470944777,28.71214598440572,18.447713956770038,14.0,11.5,26.4,13.4,8.0,20.0,23.300000000000008,0.0,39.0,0,20161.0
2007-09-25,19.801129431172626,39.41036772388766,22.11385167769916,15.0,18.4,32.8,20.0,8.0,20.0,23.366666666666678,1.0,39.0,0,22392.0
2007-09-26,16.660563118978093,30.087917239362387,33.15288670419589,9.0,15.1,23.4,19.0,8.0,20.0,23.033333333333346,2.0,39.0,0,20057.0
2007-09-27,14.278396781806565,19.756384833553298,25.99011269623457,15.0,13.0,18.1,12.1,8.0,20.0,24.10000000000001,3.0,39.0,0,18688.0
2007-09-28,13.295894867845632,21.101129431172627,16.20873661907138,12.0,12.2,20.4,12.3,8.0,20.0,23.366666666666678,4.0,39.0,0,18127.0
2007-10-01,18.29645934280737,27.80799584235248,20.319790216252226,14.0,15.4,25.6,14.5,8.0,20.0,23.90000000000001,0.0,40.0,0,19057.0
2007-10-02,20.02367835763716,23.263139940404,22.685389326612125,14.0,16.2,19.6,15.3,8.0,19.0,23.033333333333346,1.0,40.0,0,18900.0
2007-10-03,17.16189608726966,28.096459342807368,21.539500596483606,15.0,16.2,25.3,15.8,8.0,19.0,24.10000000000001,2.0,40.0,0,19062.0
2007-10-04,11.116308100737053,25.64312108969709,22.865554845893488,14.0,10.5,22.1,16.2,8.0,19.0,16.025000000000002,3.0,40.0,0,18997.0
2007-10-05,16.107638712820247,28.0845718483777,19.570125788096064,15.0,13.2,24.3,15.4,8.0,19.0,14.341666666666667,4.0,40.0,1,19233.0
2008-05-20,0.3152644446823363,14.2386935034019,5.6394511725804914,15.0,2.6,16.2,2.8,6.0,21.0,24.10000000000001,1.0,21.0,2,17516.0
2008-05-21,1.1623045408694077,7.560665559810089,10.116079414790573,17.0,3.6,9.4,5.1,6.0,21.0,23.90000000000001,2.0,21.0,0,17970.0
2008-05-22,4.86320056635705,15.055658281918097,5.0992643380906175,15.0,6.1,15.8,5.1,6.0,21.0,24.10000000000001,3.0,21.0,0,17711.0
2008-05-23,5.212192244048767,16.561809321858608,8.861068938929186,17.0,6.5,17.1,6.3,6.0,21.0,24.10000000000001,4.0,21.0,0,17636.0
2008-05-26,11.86782722234976,31.14889431072144,16.0219837783716,15.0,12.3,27.0,15.8,6.0,21.0,23.76666666666668,0.0,22.0,0,18650.0
2008-05-27,2.7270855437375205,20.90338876273794,24.045078665386576,0.0,5.5,18.9,11.5,6.0,21.0,24.10000000000001,1.0,22.0,0,17673.0
2008-05-28,1.4444503098986459,15.7386935034019,8.003340772063291,18.0,3.8,17.7,2.4,6.0,21.0,24.10000000000001,2.0,22.0,0,17467.0
2008-05-29,4.162304540869409,23.433969068992266,9.711801334743964,15.0,6.7,24.9,2.6,6.0,21.0,24.10000000000001,3.0,22.0,0,17977.0
2008-05-30,8.706742869345023,17.688649992033525,15.606855847885717,10.0,10.4,18.5,7.8,6.0,21.0,23.70000000000001,4.0,22.0,0,17839.0
2008-06-02,10.24899598426824,27.70338876273794,14.14529657856648,14.0,10.5,26.0,11.8,6.0,21.0,24.10000000000001,0.0,23.0,0,18470.0
2008-06-03,15.052997073106738,21.44582223160262,22.161137746572148,13.0,13.1,19.3,14.8,6.0,21.0,14.529166666666667,1.0,23.0,0,18148.0
2008-06-04,16.30508105113121,21.29139954453214,18.264948008574518,18.0,13.9,18.1,13.7,6.0,21.0,17.63333333333334,2.0,23.0,0,18066.0
2008-06-05,17.178011346367438,23.91147897888459,18.71429902750235,19.0,14.6,19.1,16.6,6.0,21.0,10.516666666666666,3.0,23.0,0,18546.0
2008-06-06,19.283637057333753,40.67549912262914,20.28833304622348,13.0,15.8,32.7,22.0,6.0,21.0,17.466666666666672,4.0,23.0,0,21583.0
2008-06-09,26.069750366134638,41.43441771599333,30.512546324773826,14.0,20.5,33.1,22.1,6.0,21.0,22.629166666666674,0.0,24.0,0,24195.0
2008-06-10,20.376890203170525,29.154204867902074,32.017273365486346,11.0,17.3,23.0,18.3,6.0,21.0,22.358333333333345,1.0,24.0,0,20751.0
2008-06-11,15.92748683670422,28.62450090064527,24.888694539477445,14.0,15.3,25.2,14.4,6.0,22.0,24.10000000000001,2.0,24.0,0,20910.0
2008-06-12,14.261896087269662,21.317770214770405,23.98470544544979,16.0,13.3,20.4,10.8,6.0,22.0,24.10000000000001,3.0,24.0,0,19370.0
2008-06-13,17.449749846497788,33.244340638114274,17.18926563798557,17.0,16.3,26.8,19.1,6.0,22.0,21.091666666666672,4.0,24.0,0,21103.0
2008-06-16,15.273968885046218,26.207265101701413,21.698240297831674,13.0,14.0,22.9,15.1,6.0,22.0,23.76666666666668,0.0,25.0,0,19898.0
2008-06-17,10.426909929545523,17.749749846497792,20.842208293860928,14.0,11.0,17.3,9.7,6.0,22.0,24.10000000000001,1.0,25.0,0,18102.0
2008-06-18,9.132266757097419,19.02471718622792,14.004523705910364,13.0,9.6,17.8,11.0,6.0,22.0,24.10000000000001,2.0,25.0,0,18243.0
2008-06-19,8.748995984268241,18.50552012940549,15.260242591814356,16.0,9.0,16.8,10.9,6.0,22.0,24.10000000000001,3.0,25.0,0,18055.0
2008-06-20,12.617770214770413,25.786588049220228,15.826964702688592,17.0,11.7,23.1,13.9,6.0,22.0,24.10000000000001,4.0,25.0,0,18559.0
2008-06-23,16.705081051131213,25.909337363372604,21.015883001173343,12.0,14.6,22.1,16.0,6.0,22.0,23.366666666666674,0.0,26.0,0,19360.0
2008-06-24,15.902906242482706,26.50763871282025,20.433637057333755,16.0,13.9,23.6,13.6,6.0,22.0,24.10000000000001,1.0,26.0,0,19611.0
2008-06-25,17.003388762737938,30.676890203170533,21.18304162419179,16.0,15.0,27.6,15.1,6.0,22.0,24.10000000000001,2.0,26.0,0,20895.0
2008-06-26,23.907431334149823,37.05351887033092,25.87385589439085,16.0,19.3,29.4,20.1,6.0,22.0,20.825000000000014,3.0,26.0,0,22450.0
2008-06-27,25.427768671591323,34.32436403759609,30.22691236137873,14.0,20.0,27.0,20.0,6.0,22.0,20.56666666666668,4.0,26.0,0,22434.0
2008-06-30,17.517544439411832,24.820139763555,25.012521366729217,13.0,15.1,21.8,14.8,6.0,22.0,24.10000000000001,0.0,27.0,1,17712.0
2008-07-02,17.405520129405485,31.66940099074554,20.583363107781786,13.0,15.7,27.8,15.3,6.0,22.0,24.10000000000001,2.0,27.0,2,20851.0
2008-07-03,15.867990967603893,26.04889431072144,27.920620660221434,0.0,15.5,21.7,17.0,6.0,22.0,23.90000000000001,3.0,27.0,0,19338.0
2008-07-04,12.827486836704221,23.718202280750877,22.305085672092055,16.0,12.5,22.3,10.7,6.0,22.0,24.10000000000001,4.0,27.0,0,18806.0
2008-07-07,18.10508105113121,35.754204867902075,25.141721016023197,14.0,16.0,30.4,18.3,6.0,22.0,23.70000000000001,0.0,28.0,0,23309.0
2008-07-08,26.60453362106184,38.8613231168108,30.293437734235464,12.0,20.3,30.7,20.8,6.0,22.0,20.10833333333334,1.0,28.0,0,23680.0
2008-07-09,19.30859162660134,35.74322708361796,31.311563826925664,12.0,17.7,28.5,20.6,6.0,22.0,19.725000000000012,2.0,28.0,0,22698.0
2008-07-10,13.986592831602449,29.363723173173266,29.94571344182677,17.0,12.8,26.4,13.8,6.0,22.0,24.10000000000001,3.0,28.0,0,20584.0
2008-07-11,20.631733044030987,28.68740695677223,24.160877397652605,14.0,16.6,23.4,17.0,6.0,21.0,21.29583333333334,4.0,28.0,0,20255.0
2008-07-14,18.754082892645627,27.22420428441573,28.163988847724013,13.0,16.7,24.7,12.5,6.0,21.0,24.10000000000001,0.0,29.0,0,19705.0
2008-07-15,14.418202280750872,28.12450090064527,21.934154613183846,16.0,13.0,24.7,14.7,6.0,21.0,24.10000000000001,1.0,29.0,0,20529.0
2008-07-16,21.20338876273794,36.13697068067118,23.703105241151924,13.0,19.2,30.9,20.2,6.0,21.0,24.10000000000001,2.0,29.0,0,23394.0
2008-07-17,25.657491750973982,37.16254632477382,30.148637513382106,15.0,21.2,30.0,19.9,6.0,21.0,24.10000000000001,3.0,29.0,0,23787.0
2008-07-18,29.24434063811427,35.76254632477382,31.84927275300817,16.0,22.4,28.6,19.9,6.0,21.0,16.03333333333334,4.0,29.0,0,22726.0
2008-07-21,23.84183881172893,30.805578944999837,26.59594788344716,12.0,19.1,24.8,18.2,6.0,21.0,23.43333333333334,0.0,30.0,0,21202.0
2008-07-22,22.578360980915193,28.82915533209975,25.676229226534844,11.0,18.1,23.5,18.3,6.0,21.0,22.366666666666674,1.0,30.0,0,20976.0
2008-07-23,21.657491750973982,26.21147897888459,25.13229444912943,16.0,17.5,21.5,17.0,6.0,21.0,21.99583333333334,2.0,30.0,0,19582.0
2008-07-24,18.156384833553297,27.043121089697085,22.95319303084771,11.0,16.0,23.8,15.0,6.0,21.0,24.10000000000001,3.0,30.0,0,19955.0
2008-07-25,17.302906242482706,30.92450090064527,22.4506955519079,14.0,15.4,27.5,16.3,6.0,21.0,24.10000000000001,4.0,30.0,0,20923.0
2008-07-28,18.86372317317327,31.35749175097398,23.043763316956678,16.0,15.9,27.2,16.3,7.0,21.0,24.10000000000001,0.0,31.0,0,21684.0
2008-07-29,18.951884670781592,30.678360980915194,25.550930339369675,16.0,16.1,26.2,17.2,7.0,21.0,24.10000000000001,1.0,31.0,0,21886.0
2008-07-30,25.68740695677223,34.3613231168108,26.51536172856349,16.0,20.2,26.2,20.7,7.0,21.0,22.02916666666667,2.0,31.0,0,21474.0
2008-07-31,23.657491750973982,31.079680109058227,27.626187113412968,10.0,19.0,26.4,18.1,7.0,21.0,24.10000000000001,3.0,31.0,0,21896.0
2008-08-01,20.107265101701408,31.0093373633726,27.433543532915223,13.0,16.8,26.4,16.3,7.0,21.0,24.10000000000001,4.0,31.0,1,21312.0
2008-08-05,25.441353791902856,33.00254445354482,27.191293175770465,13.0,19.8,26.1,19.3,7.0,21.0,14.975,1.0,32.0,2,22707.0
2008-08-06,22.99645934280737,31.494429344589516,27.394919479599782,15.0,19.0,27.4,18.4,7.0,21.0,22.70000000000001,2.0,32.0,0,22130.0
2008-08-07,20.064688358177353,28.11343988627649,26.36610810713476,13.0,16.8,23.7,16.2,7.0,21.0,24.10000000000001,3.0,32.0,0,20524.0
2008-08-08,17.578011346367436,25.133976218741456,21.79418335790725,13.0,15.0,22.3,15.5,7.0,21.0,23.70000000000001,4.0,32.0,0,19326.0
2008-08-11,14.85691011916467,27.031733044030986,16.854253044783086,12.0,13.2,23.3,15.1,7.0,21.0,24.10000000000001,0.0,33.0,0,19150.0
2008-08-12,17.98658804922023,26.207431334149824,22.98751830093295,17.0,15.2,23.0,14.9,7.0,21.0,23.90000000000001,1.0,33.0,0,19525.0
2008-08-13,17.11754443941183,24.22450090064527,22.763379073515416,15.0,14.7,20.8,15.3,7.0,21.0,23.56666666666668,2.0,33.0,0,19230.0
2008-08-14,16.30508105113121,27.431733044030985,22.0126878816368,13.0,14.2,23.4,15.4,7.0,21.0,23.76666666666668,3.0,33.0,0,19694.0
2008-08-15,15.056910119164671,26.317544439411826,21.06337907351542,13.0,13.4,23.9,14.2,7.0,21.0,23.295833333333345,4.0,33.0,0,19432.0
2008-08-18,23.54365950157948,36.48231952402122,26.259770156330966,14.0,19.0,29.4,19.7,7.0,21.0,24.10000000000001,0.0,34.0,0,22571.0
2008-08-19,13.116308100737053,22.54889431072144,28.16504283949227,0.0,12.5,20.2,15.6,7.0,21.0,24.10000000000001,1.0,34.0,0,19051.0
2008-08-20,11.491007301452203,23.08658804922023,17.49602763558316,13.0,11.0,20.4,13.6,7.0,21.0,24.10000000000001,2.0,34.0,0,19442.0
2008-08-21,14.095894867845633,27.476890203170523,19.584265408979512,15.0,13.0,24.4,13.6,7.0,21.0,24.10000000000001,3.0,34.0,0,19985.0
2008-08-22,19.433976218741453,33.962546324773825,22.01884210148341,15.0,16.3,26.8,19.5,7.0,21.0,21.76666666666668,4.0,34.0,0,21944.0
2008-08-25,13.687231117169226,22.15311469660375,28.644624572096248,16.0,13.4,20.4,12.0,7.0,21.0,24.10000000000001,0.0,35.0,0,19223.0
2008-08-26,10.435889386175372,22.00629119303036,17.37909787386748,13.0,10.5,21.5,9.4,7.0,21.0,24.10000000000001,1.0,35.0,0,19372.0
2008-08-27,11.92748683670422,23.49589486784563,18.48714108031713,14.0,11.6,22.6,14.2,7.0,21.0,24.10000000000001,2.0,35.0,0,19311.0
2008-08-28,19.56571083955856,24.83397621874145,21.656538446741845,10.0,16.2,21.7,15.3,7.0,21.0,23.90000000000001,3.0,35.0,0,19351.0
2008-08-29,20.957491750973986,30.65863900300384,22.273037937616373,14.0,16.8,24.8,19.3,7.0,20.0,9.779166666666663,4.0,35.0,1,19497.0
2008-09-02,17.05311469660375,29.8845718483777,24.54750288023934,13.0,15.2,26.1,16.1,7.0,20.0,23.90000000000001,1.0,36.0,2,22625.0
2008-09-03,18.907638712820248,34.778360980915195,24.986588049220227,16.0,16.0,30.3,18.5,7.0,20.0,22.60000000000001,2.0,36.0,0,22975.0
2008-09-04,20.44136103208639,30.19855600632169,29.069246347736172,13.0,17.7,24.7,17.4,7.0,20.0,24.10000000000001,3.0,36.0,0,21638.0
2008-09-05,20.133976218741452,30.375880811082467,27.32748168576344,10.0,16.9,25.5,18.3,7.0,20.0,23.56666666666668,4.0,36.0,0,20836.0
2008-09-08,13.318202280750873,25.012145984405716,16.954749765078525,13.0,11.9,22.7,14.6,7.0,20.0,23.033333333333346,0.0,37.0,0,19001.0
2008-09-09,11.128665683400634,18.730320445040828,19.113889238187625,12.0,11.0,17.9,11.2,7.0,20.0,21.90000000000001,1.0,37.0,0,18345.0
2008-09-10,7.326909929545523,17.712284971568923,14.529971663163018,14.0,7.9,17.7,7.1,7.0,20.0,24.10000000000001,2.0,37.0,0,18124.0
2008-09-11,7.523514638445525,21.50552012940549,14.247919479509893,16.0,8.2,19.8,14.3,7.0,20.0,24.10000000000001,3.0,37.0,0,18288.0
2008-09-12,19.507638712820253,31.00254445354482,19.569300250481135,14.0,16.5,24.0,19.3,7.0,20.0,14.0125,4.0,37.0,0,19001.0
2008-09-15,10.235889386175373,20.476890203170523,31.61841111971997,0.0,10.3,17.4,13.5,7.0,20.0,24.10000000000001,0.0,38.0,0,18440.0
2008-09-16,6.422048713960517,18.8910073014522,15.827241982102347,16.0,7.2,18.4,10.0,7.0,20.0,24.10000000000001,1.0,38.0,0,18134.0
2008-09-17,10.928665683400633,26.22367835763716,14.346101437556571,15.0,10.8,23.0,14.6,7.0,20.0,24.10000000000001,2.0,38.0,0,18795.0
2008-09-18,10.808744854074659,17.93235582317743,18.304234906934575,14.0,10.4,16.7,10.5,7.0,20.0,24.10000000000001,3.0,38.0,0,18297.0
2008-09-19,11.360435022533204,19.273912142784923,14.593451084648914,15.0,11.5,18.4,12.7,8.0,20.0,24.10000000000001,4.0,38.0,0,17948.0
2008-09-22,8.360435022533203,18.778396781806567,16.995836941366832,14.0,8.5,17.5,10.0,8.0,20.0,24.10000000000001,0.0,39.0,0,18273.0
2008-09-23,9.398045191260225,18.986993701717765,14.61201745144685,17.0,9.5,19.3,10.7,8.0,20.0,23.50000000000001,1.0,39.0,0,18347.0
2008-09-24,11.116308100737053,27.523678357637163,16.636693094685207,15.0,10.5,23.8,15.0,8.0,20.0,22.70000000000001,2.0,39.0,0,19102.0
2008-09-25,13.91282307039232,27.978360980915195,20.61154727454533,13.0,12.3,23.5,16.0,8.0,20.0,18.425000000000008,3.0,39.0,0,19143.0
2008-09-26,15.25311469660375,21.45691011916467,21.128171498306532,13.0,13.4,20.2,13.5,8.0,20.0,22.02916666666668,4.0,39.0,0,18283.0
2008-09-29,12.316308100737052,15.51282307039232,20.41940099074554,23.0,11.7,14.3,10.5,8.0,20.0,24.10000000000001,0.0,40.0,0,18338.0
2008-09-30,14.808591626601341,19.35691011916467,13.840638708170054,16.0,13.1,17.9,14.3,8.0,20.0,18.879166666666674,1.0,40.0,0,17977.0
2008-10-01,7.755460952385403,14.695894867845636,15.912302022626974,11.0,8.6,13.6,10.6,8.0,19.0,24.10000000000001,2.0,40.0,0,18168.0
2008-10-02,5.792620639282203,12.01230926041558,12.30790770301532,14.0,6.8,12.6,6.6,8.0,19.0,23.095833333333346,3.0,40.0,0,18256.0
2008-10-03,2.917296075933499,10.803893155184914,7.522584122335585,15.0,4.8,12.0,4.4,8.0,19.0,24.10000000000001,4.0,40.0,1,17495.0
2009-05-19,3.5470536622452307,22.250838935390135,7.734624393813815,15.0,6.5,22.2,7.1,6.0,21.0,24.10000000000001,1.0,21.0,2,16418.0
2009-05-20,12.282012463898187,27.707459566106195,15.284850945614636,15.0,13.6,27.5,8.7,6.0,21.0,24.10000000000001,2.0,21.0,0,16824.0
2009-05-21,14.155658281918097,30.05311469660375,20.92407383654382,13.0,14.9,28.6,11.2,6.0,21.0,24.10000000000001,3.0,21.0,0,17560.0
2009-05-22,10.697440171251909,20.56536996175192,24.276181831734853,0.0,12.5,20.4,10.4,6.0,21.0,24.10000000000001,4.0,21.0,0,16779.0
2009-05-25,6.264724704813684,18.627486836704215,15.886053219570444,12.0,8.2,18.3,7.8,6.0,21.0,24.10000000000001,0.0,22.0,0,16548.0
2009-05-26,7.536242795654148,12.958589096359056,13.317336340395356,22.0,9.6,13.6,8.8,6.0,21.0,23.70000000000001,1.0,22.0,0,16314.0
2009-05-27,11.473912142784917,19.020139763555,10.818804601302858,14.0,10.6,16.0,13.6,6.0,21.0,8.604166666666666,2.0,22.0,0,16857.0
2009-05-28,14.402906242482706,21.157491750973985,15.86464266777347,16.0,12.5,17.0,15.3,6.0,21.0,8.645833333333334,3.0,22.0,0,16689.0
2009-05-29,14.565369961751914,25.42420428441573,16.669236360000912,16.0,13.1,22.9,14.6,6.0,21.0,22.69583333333334,4.0,22.0,0,16365.0
2009-06-01,6.461606269227485,19.870715866337363,7.332851245505131,19.0,8.5,17.4,13.5,6.0,21.0,24.10000000000001,0.0,23.0,0,16859.0
2009-06-02,8.122227209680144,16.216308100737052,10.469749931609039,13.0,9.3,16.0,8.5,6.0,21.0,24.10000000000001,1.0,23.0,0,16369.0
2009-06-03,6.912192244048764,18.198045191260224,12.094648079281411,15.0,8.1,18.3,8.1,6.0,21.0,24.10000000000001,2.0,23.0,0,16395.0
2009-06-04,5.6049240487715615,17.332266757097422,11.826410148709506,16.0,7.1,17.8,6.7,6.0,21.0,24.10000000000001,3.0,23.0,0,16275.0
2009-06-05,5.34738925291296,21.37428505639591,12.977345821847289,16.0,6.9,20.8,8.4,6.0,21.0,24.10000000000001,4.0,23.0,0,16447.0
2009-06-08,12.328665683400633,15.973968885046215,13.600958521849075,16.0,12.2,16.0,8.9,6.0,21.0,22.76666666666668,0.0,24.0,0,16698.0
2009-06-09,11.687231117169226,21.8845718483777,14.193962519507757,9.0,11.4,18.1,14.7,6.0,21.0,17.537500000000005,1.0,24.0,0,16921.0
2009-06-10,8.660435022533202,20.256910119164672,15.123659631080944,15.0,8.8,18.6,10.9,6.0,21.0,24.10000000000001,2.0,24.0,0,16641.0
2009-06-11,11.374285056395907,22.676890203170533,17.201093030438003,11.0,10.8,19.8,14.8,6.0,21.0,22.70000000000001,3.0,24.0,0,16980.0
2009-06-12,12.227486836704221,26.096459342807368,18.429090251578593,14.0,11.9,23.3,13.0,6.0,22.0,24.10000000000001,4.0,24.0,0,16872.0
2009-06-15,14.186993701717773,24.754423196920552,19.968434326691032,16.0,13.2,23.1,12.1,6.0,22.0,24.10000000000001,0.0,25.0,0,17541.0
2009-06-16,13.37391214278492,25.55638483355329,20.64402497784116,13.0,12.5,23.4,12.4,6.0,22.0,24.10000000000001,1.0,25.0,0,17814.0
2009-06-17,17.251884670781592,23.38363705733375,21.158025596353763,10.0,14.4,19.9,15.0,6.0,22.0,14.295833333333327,2.0,25.0,0,17524.0
2009-06-18,15.764688358177354,20.720139763555,20.589143588530675,19.0,13.4,17.7,13.5,6.0,22.0,16.133333333333336,3.0,25.0,0,17053.0
2009-06-19,13.660563118978093,26.06571083955856,17.758299553181182,15.0,12.1,22.7,14.0,6.0,22.0,24.10000000000001,4.0,25.0,0,17319.0
2009-06-22,20.32450090064527,31.354204867902073,25.412091606258898,15.0,16.9,25.4,18.2,6.0,22.0,24.10000000000001,0.0,26.0,0,19863.0
2009-06-23,21.557491750973984,31.44183881172892,27.32607533109757,16.0,17.4,26.7,17.4,6.0,22.0,24.10000000000001,1.0,26.0,0,20940.0
2009-06-24,21.50763871282025,35.711478978884585,27.182461542561906,14.0,18.6,30.7,19.2,6.0,22.0,24.10000000000001,2.0,26.0,0,22540.0
2009-06-25,27.580341863070622,37.0556870190057,31.52649843247604,10.0,21.2,28.1,21.6,6.0,22.0,21.100000000000012,3.0,26.0,0,22031.0
2009-06-26,23.10726510170141,31.257386329653567,29.732006764729448,11.0,18.7,26.5,19.1,6.0,22.0,23.300000000000008,4.0,26.0,0,20298.0
2009-06-29,17.776890203170524,27.078360980915193,22.9500425477491,11.0,14.7,22.6,15.9,6.0,22.0,23.70000000000001,0.0,27.0,0,18486.0
2009-06-30,19.1845718483777,25.885796047879623,21.32103179967584,12.0,15.4,20.1,17.7,6.0,22.0,22.56666666666668,1.0,27.0,1,17625.0
2009-07-02,19.402954785535666,26.513368333110023,23.510922686778738,15.0,15.8,21.3,17.6,6.0,22.0,22.233333333333334,3.0,27.0,2,17489.0
2009-07-03,17.956384833553297,26.19442934458952,22.676075331097564,13.0,15.4,22.1,15.5,6.0,22.0,24.10000000000001,4.0,27.0,0,16634.0
2009-07-06,16.303388762737946,25.16189608726966,22.0817346807304,15.0,14.3,24.2,12.5,6.0,22.0,24.10000000000001,0.0,28.0,0,18183.0
2009-07-07,15.460563118978095,21.408591626601343,20.825841029947558,15.0,13.9,19.8,12.1,6.0,22.0,24.10000000000001,1.0,28.0,0,17161.0
2009-07-08,14.454423196920546,26.89645934280737,17.280995585147938,16.0,12.7,24.1,13.7,6.0,22.0,24.10000000000001,2.0,28.0,0,17510.0
2009-07-09,16.224204284415727,25.907431334149823,20.91355034994533,10.0,13.7,23.4,15.3,6.0,22.0,24.10000000000001,3.0,28.0,0,18319.0
2009-07-10,17.10508105113121,31.613368333110017,22.136693094685207,15.0,15.0,25.9,17.8,6.0,22.0,23.300000000000008,4.0,28.0,0,19058.0
2009-07-13,10.426909929545523,23.189632072129235,18.643420108758942,13.0,11.0,23.1,7.2,6.0,21.0,24.10000000000001,0.0,29.0,0,17294.0
2009-07-14,11.68864999203352,25.80629119303036,18.47868144206632,15.0,11.9,24.8,9.4,6.0,21.0,24.10000000000001,1.0,29.0,0,17489.0
2009-07-15,12.349749846497788,26.583637057333757,19.77746738927682,12.0,11.9,23.1,15.4,6.0,21.0,24.10000000000001,2.0,29.0,0,18021.0
2009-07-16,19.623678357637157,30.020139763555,22.457675737161523,12.0,15.9,27.0,17.5,6.0,21.0,23.70000000000001,3.0,29.0,0,19221.0
2009-07-17,17.154082892645626,25.11147897888459,26.870744924708923,17.0,15.1,21.0,16.6,6.0,21.0,24.10000000000001,4.0,29.0,0,17734.0
2009-07-20,14.954082892645626,26.20763871282025,20.541116398794593,12.0,12.9,24.8,13.5,6.0,21.0,24.10000000000001,0.0,30.0,0,18291.0
2009-07-21,17.42420428441573,24.620139763555002,22.070789280673942,9.0,14.9,22.6,16.2,6.0,21.0,22.500000000000004,1.0,30.0,0,18140.0
2009-07-22,20.52092212973353,27.26975036613463,22.18274379666323,11.0,16.3,22.3,17.4,6.0,21.0,22.566666666666674,2.0,30.0,0,18315.0
2009-07-23,22.787406956772234,29.662546324773828,24.105193059842744,14.0,17.5,22.8,19.6,6.0,21.0,14.845833333333335,3.0,30.0,0,18009.0
2009-07-24,22.787406956772234,29.248649065833426,25.017273365486346,16.0,17.5,24.1,17.7,6.0,21.0,22.10000000000001,4.0,30.0,0,17915.0
2009-07-27,20.71343988627649,31.148649065833425,23.870197409025305,17.0,16.3,26.1,18.0,7.0,21.0,24.10000000000001,0.0,31.0,0,18825.0
2009-07-28,25.82776867159132,33.965907483395085,26.142577500622448,12.0,20.2,27.4,19.5,7.0,21.0,24.10000000000001,1.0,31.0,0,20011.0
2009-07-29,19.307638712820246,29.63189927397198,30.997222799372906,0.0,16.4,23.7,19.7,7.0,21.0,19.962500000000006,2.0,31.0,0,18763.0
2009-07-30,15.707995842352476,30.598556006321694,26.95144950189221,14.0,13.5,25.2,17.3,7.0,21.0,24.10000000000001,3.0,31.0,0,18787.0
2009-07-31,20.42450090064527,31.35749175097398,24.328187514941977,15.0,17.0,27.2,16.0,7.0,21.0,24.10000000000001,4.0,31.0,1,18906.0
2009-08-04,20.707638712820252,34.5613231168108,25.95544298494588,11.0,17.8,26.4,20.7,7.0,21.0,19.758333333333336,1.0,32.0,2,20541.0
2009-08-05,12.117770214770413,26.064688358177357,27.837141993598234,14.0,11.2,23.8,12.2,7.0,21.0,24.10000000000001,2.0,32.0,0,18213.0
2009-08-06,17.25442319692055,25.356384833553296,20.0663565142902,14.0,15.5,24.0,12.0,7.0,21.0,24.10000000000001,3.0,32.0,0,18339.0
2009-08-07,15.765369961751913,23.859915687076594,21.260239403027338,13.0,14.3,21.6,13.0,7.0,21.0,24.10000000000001,4.0,32.0,0,17732.0
2009-08-10,27.229155332099747,39.78617510290029,29.31356244440507,14.0,21.0,29.9,22.9,7.0,21.0,22.63333333333334,0.0,33.0,0,22306.0
2009-08-11,21.46940099074554,31.254204867902075,32.07170942402543,11.0,17.5,25.2,19.5,7.0,21.0,22.375000000000004,1.0,33.0,0,20878.0
2009-08-12,22.775880811082462,31.48791723936239,26.809966327213697,18.0,17.7,24.8,19.3,7.0,21.0,22.395833333333343,2.0,33.0,0,20682.0
