,hmdxx_min,hmdxx_max,hmdxx_median-1,hmdxx_max_hour,temp_min,temp_max,dew_point_temp_max,sun_rise,sun_set,visibility_mean,day_of_week,week_of_year,day_type,daily_peak
2002-06-12,17.449161922375964,30.190154208138946,31.835933458201488,1.0,14.2,22.2,20.5,6.0,22.0,9.66666666666667,2.0,24.0,0,19178.0
2002-06-13,18.06571083955856,24.84916192237597,18.446141506036522,13.0,14.7,22.3,15.0,6.0,22.0,17.670833333333334,3.0,24.0,0,19136.0
2002-06-14,17.233976218741454,21.39645934280737,21.40095978624143,1.0,14.1,18.9,15.3,6.0,22.0,13.179166666666662,4.0,24.0,0,18898.0
2002-06-17,12.88659283160245,21.556910119164673,16.247716526282645,17.0,11.7,19.9,11.5,6.0,22.0,24.10000000000001,0.0,25.0,0,18175.0
2002-06-18,10.508744854074658,23.554423196920553,17.009751558395713,16.0,10.1,21.8,12.0,6.0,22.0,24.10000000000001,1.0,25.0,0,18867.0
2002-06-19,12.31282307039232,25.252997073106737,18.578624082164826,12.0,10.8,23.9,12.2,6.0,22.0,23.366666666666678,2.0,25.0,0,19675.0
2002-06-20,12.973912142784917,31.94889431072144,20.42748683670422,14.0,12.1,27.6,15.6,6.0,22.0,20.300000000000008,3.0,25.0,0,21667.0
2002-06-21,22.14582223160261,36.7232188947262,25.026058353955808,13.0,18.3,29.8,21.1,6.0,22.0,14.129166666666672,4.0,25.0,0,22272.0
2002-06-24,18.512145984405716,28.810367723887662,32.855056283030834,0.0,16.2,22.2,19.6,6.0,22.0,18.95833333333334,0.0,26.0,0,21045.0
2002-06-25,17.489632072129233,38.423218894726205,21.936683103395847,14.0,16.6,31.5,19.9,6.0,22.0,19.1,1.0,26.0,0,23349.0
2002-06-26,28.14322708361796,38.50945684528098,30.967017746295085,12.0,20.9,30.7,21.1,6.0,22.0,13.070833333333338,2.0,26.0,0,23578.0
2002-06-27,24.97986654281753,34.93441771599333,30.467772885292288,10.0,19.9,27.0,21.4,6.0,22.0,15.675000000000004,3.0,26.0,0,22324.0
2002-06-28,20.302954785535665,31.407265101701412,28.22436403759608,16.0,16.7,28.1,16.2,6.0,22.0,24.10000000000001,4.0,26.0,1,21381.0
2002-07-02,33.74643213259352,42.73441771599333,38.53097907174358,17.0,24.7,34.4,22.8,6.0,22.0,17.900000000000006,1.0,27.0,2,24847.0
2002-07-03,31.89015420813895,42.60528604236344,38.41736346237077,15.0,23.9,34.7,22.2,6.0,22.0,23.50000000000001,2.0,27.0,0,25226.0
2002-07-04,22.452997073106737,36.10945684528099,37.30872820390913,9.0,20.5,31.8,21.1,6.0,22.0,23.70000000000001,3.0,27.0,0,24327.0
2002-07-05,15.717770214770413,27.38658804922023,32.94571344182677,16.0,14.8,24.7,12.8,6.0,22.0,24.10000000000001,4.0,27.0,0,19632.0
2002-07-08,24.42092212973353,36.523678357637145,28.347546241960696,14.0,20.2,32.8,17.1,6.0,22.0,23.50000000000001,0.0,28.0,0,23405.0
2002-07-09,23.651884670781588,34.710367723887664,30.449519128676194,15.0,20.1,28.2,20.0,6.0,22.0,17.312500000000004,1.0,28.0,0,22386.0
2002-07-10,16.84110633498486,24.617770214770413,29.06189398537229,16.0,15.7,23.7,12.0,6.0,22.0,24.10000000000001,2.0,28.0,0,19867.0
2002-07-11,14.932355823177435,24.148995984268236,20.176926379459324,14.0,13.6,24.9,10.6,6.0,22.0,24.10000000000001,3.0,28.0,0,19342.0
2002-07-12,12.623514638445526,28.65442319692055,20.4340144269679,17.0,13.3,27.7,11.8,6.0,21.0,24.10000000000001,4.0,28.0,0,20083.0
2002-07-15,23.620139763555002,35.72776867159133,28.842264457995388,15.0,20.6,31.2,17.5,6.0,21.0,21.233333333333345,0.0,29.0,0,23840.0
2002-07-16,22.44889431072144,37.82776867159132,29.428040199991628,18.0,18.1,32.4,19.7,6.0,21.0,23.300000000000008,1.0,29.0,0,23922.0
2002-07-17,30.04434063811427,40.041353791902864,31.04426177287531,14.0,23.2,34.4,19.9,6.0,21.0,20.43333333333334,2.0,29.0,0,25001.0
2002-07-18,27.898556006321684,36.275499122629135,33.825924548128555,13.0,21.2,28.2,22.1,6.0,21.0,13.674999999999995,3.0,29.0,0,23221.0
2002-07-19,20.756910119164672,32.27968010905822,31.068332295636797,12.0,19.1,27.0,19.2,6.0,21.0,18.900000000000013,4.0,29.0,0,22017.0
2002-07-22,31.075499122629143,45.408085983595704,32.459797545258525,12.0,22.8,33.5,24.6,6.0,21.0,14.554166666666667,0.0,30.0,0,24613.0
2002-07-23,18.670715866337364,32.03768260446509,34.31861403076819,1.0,16.2,23.9,21.8,6.0,21.0,22.300000000000008,1.0,30.0,0,21099.0
2002-07-24,15.71282307039232,24.908591626601343,26.19156907055871,15.0,14.2,23.3,12.4,6.0,21.0,24.10000000000001,2.0,30.0,0,19667.0
2002-07-25,15.754423196920547,26.65863900300384,20.68304162419179,23.0,14.0,23.2,17.8,6.0,21.0,24.10000000000001,3.0,30.0,0,19719.0
2002-07-26,26.379680109058228,34.175703125135534,23.25203583395152,16.0,20.3,25.4,22.0,6.0,21.0,10.712500000000004,4.0,30.0,0,20474.0
2002-07-29,28.19855600632169,43.581679553416215,36.039420453973996,16.0,22.2,32.2,25.1,7.0,21.0,18.95833333333334,0.0,31.0,0,24821.0
2002-07-30,27.610367723887663,36.057386329653575,32.604404771609374,14.0,21.0,30.7,21.3,7.0,21.0,24.10000000000001,1.0,31.0,0,24005.0
2002-07-31,26.49855600632168,39.0369706806712,31.214971945685768,17.0,21.0,32.0,20.9,7.0,21.0,23.50000000000001,2.0,31.0,0,24242.0
2002-08-01,30.1232188947262,41.16964079491018,33.297449308696635,11.0,23.2,34.6,23.2,7.0,21.0,23.300000000000008,3.0,31.0,0,25343.0
2002-08-02,25.475396489586334,36.04643213259352,36.907371443822214,8.0,20.8,30.2,21.7,7.0,21.0,22.70000000000001,4.0,31.0,1,23770.0
2002-08-06,12.987231117169225,23.705520129405485,28.178266511770843,16.0,12.7,22.0,11.2,7.0,21.0,24.10000000000001,1.0,32.0,2,19420.0
2002-08-07,14.106291193030364,24.843930499423948,18.31055283210382,15.0,13.0,24.3,10.9,7.0,21.0,24.10000000000001,2.0,32.0,0,19808.0
2002-08-08,15.118202280750873,25.65311469660375,19.72618183173484,17.0,13.7,25.1,11.7,7.0,21.0,24.10000000000001,3.0,32.0,0,20010.0
2002-08-09,16.003620868190342,29.41214598440572,21.589166666874245,16.0,14.2,27.2,12.7,7.0,21.0,24.10000000000001,4.0,32.0,0,20906.0
2002-08-12,26.61782853773668,39.83189927397199,32.45154958931175,14.0,21.4,33.9,20.0,7.0,21.0,12.487500000000004,0.0,33.0,0,25349.0
2002-08-13,29.87053457979719,40.375499122629144,33.721812243889076,14.0,22.3,33.4,21.7,7.0,21.0,12.754166666666668,1.0,33.0,0,25414.0
2002-08-14,31.3232188947262,37.724364037596075,34.73710040209242,15.0,22.9,30.6,21.3,7.0,21.0,14.483333333333334,2.0,33.0,0,24125.0
2002-08-15,29.13697068067119,36.782319524021226,32.7099198803717,14.0,21.3,29.7,21.2,7.0,21.0,19.429166666666674,3.0,33.0,0,24318.0
2002-08-16,28.32915533209975,40.01449069706636,32.91333008106775,11.0,22.1,30.6,23.2,7.0,21.0,17.825000000000006,4.0,33.0,0,24144.0
2002-08-19,17.405081051131212,24.78472235544133,28.229097873867477,14.0,15.3,20.5,16.5,7.0,21.0,18.087500000000006,0.0,34.0,0,20123.0
2002-08-20,16.74136103208639,27.263723173173272,21.14059084912435,12.0,14.0,25.1,15.6,7.0,21.0,23.90000000000001,1.0,34.0,0,20579.0
2002-08-21,17.570715866337366,27.66975036613464,23.83658804922023,9.0,15.1,25.8,18.3,7.0,21.0,23.70000000000001,2.0,34.0,0,21331.0
2002-08-22,23.975396489586334,34.63768260446509,26.01392172256921,13.0,19.3,25.5,22.0,7.0,21.0,15.13333333333334,3.0,34.0,0,21064.0
2002-08-23,18.152997073106736,24.93213871219732,27.93791723936239,14.0,16.2,22.6,16.0,7.0,21.0,23.90000000000001,4.0,34.0,0,20020.0
2002-08-26,17.478011346367442,32.876890203170525,25.166789824915746,15.0,14.9,29.8,17.6,7.0,21.0,24.10000000000001,0.0,35.0,0,21992.0
2002-08-27,18.202906242482708,25.564688358177357,27.066172313595,15.0,16.2,23.2,17.1,7.0,21.0,24.10000000000001,1.0,35.0,0,20631.0
2002-08-28,14.67391214278492,26.36571083955856,22.047294336977462,12.0,13.8,23.6,16.7,7.0,21.0,24.10000000000001,2.0,35.0,0,20388.0
2002-08-29,20.56372317317327,29.605578944999838,23.874841575804574,12.0,17.0,23.6,18.1,7.0,20.0,17.362500000000008,3.0,35.0,0,20419.0
2002-08-30,14.903620868190341,31.30763871282025,23.553774825643746,14.0,13.1,28.4,15.8,7.0,20.0,23.50000000000001,4.0,35.0,1,20622.0
2002-09-03,22.256384833553295,37.462546324773825,28.104204867902073,13.0,20.1,31.3,20.8,7.0,20.0,19.291666666666675,1.0,36.0,2,23194.0
2002-09-04,17.951884670781592,28.786588049220228,29.26056771056644,14.0,15.1,26.1,14.4,7.0,20.0,24.10000000000001,2.0,36.0,0,21336.0
2002-09-05,16.58659283160245,24.327486836704217,23.244771417377947,14.0,15.4,24.1,14.2,7.0,20.0,24.10000000000001,3.0,36.0,0,20567.0
2002-09-06,15.078396781806564,29.363723173173266,20.51394483169161,14.0,13.8,26.5,17.4,7.0,20.0,24.10000000000001,4.0,36.0,0,20622.0
2002-09-09,23.407431334149823,37.41343988627649,30.103193030847713,12.0,19.5,33.5,16.4,7.0,20.0,18.633333333333344,0.0,37.0,0,25062.0
2002-09-10,24.89442934458951,39.21147897888459,31.136697605683352,14.0,20.8,34.2,18.9,7.0,20.0,17.100000000000005,1.0,37.0,0,24863.0
2002-09-11,14.367941076835866,24.39442934458951,30.018150633746835,0.0,14.2,20.9,15.2,7.0,20.0,24.10000000000001,2.0,37.0,0,19375.0
2002-09-12,10.198045191260228,25.867990967603887,17.788989730972517,15.0,10.3,25.5,11.9,7.0,20.0,23.90000000000001,3.0,37.0,0,19621.0
2002-09-13,15.267990967603893,31.45188467078159,20.12887284442513,14.0,14.9,28.6,13.8,7.0,20.0,24.10000000000001,4.0,37.0,0,20274.0
2002-09-16,14.873968885046216,26.243121089697084,24.453817607204428,17.0,14.9,22.7,15.2,7.0,20.0,24.10000000000001,0.0,38.0,0,19869.0
2002-09-17,12.00874485407466,27.57801134636744,20.294770377150268,13.0,11.6,25.8,15.0,7.0,20.0,23.300000000000008,1.0,38.0,0,20106.0
2002-09-18,17.086588049220232,28.524500900645272,23.541797022356878,15.0,14.4,25.1,16.8,7.0,20.0,20.56666666666668,2.0,38.0,0,20200.0
2002-09-19,22.64365950157948,36.60528604236343,25.116610457105562,13.0,18.1,28.7,20.5,8.0,20.0,11.8375,3.0,38.0,0,22235.0
2002-09-20,29.63697068067119,37.78645949872926,32.436970680671195,15.0,21.8,29.2,22.3,8.0,20.0,14.020833333333336,4.0,38.0,0,22445.0
2002-09-23,9.832518581737327,18.32477853282477,21.42706167309344,14.0,9.3,19.3,10.1,8.0,20.0,24.10000000000001,0.0,39.0,0,18779.0
2002-09-24,10.667990967603892,20.643930499423945,14.189479865156544,12.0,10.3,20.3,11.8,8.0,20.0,24.10000000000001,1.0,39.0,0,18906.0
2002-09-25,8.412309260415578,18.93235582317743,15.013355437330427,16.0,8.7,18.3,12.5,8.0,20.0,23.90000000000001,2.0,39.0,0,18830.0
2002-09-26,12.265369961751913,25.623678357637157,17.019353416970628,12.0,10.8,21.9,15.3,8.0,20.0,15.81666666666667,3.0,39.0,0,19030.0
2002-09-27,17.733976218741454,20.083637057333753,21.619582189090405,1.0,14.6,16.6,15.2,8.0,20.0,14.666666666666671,4.0,39.0,0,18887.0
2002-09-30,20.423678357637158,31.678360980915194,21.60576965404357,14.0,16.7,27.2,16.0,8.0,20.0,16.629166666666674,0.0,40.0,0,19634.0
2002-10-01,24.50866626955284,35.210367723887664,24.98841616244768,15.0,19.7,28.8,19.2,8.0,19.0,17.900000000000006,1.0,40.0,0,21216.0
2002-10-02,19.041361032086392,32.00557894499984,29.93871188131413,13.0,16.3,26.0,20.0,8.0,19.0,18.766666666666676,2.0,40.0,0,20522.0
2002-10-03,14.732355823177436,18.559915687076593,27.168131152183648,0.0,12.9,16.3,13.8,8.0,19.0,20.962500000000013,3.0,40.0,0,18822.0
2002-10-04,16.30508105113121,31.0232188947262,15.94504357398992,16.0,14.2,24.1,20.5,8.0,19.0,13.612500000000002,4.0,40.0,1,19560.0
2003-05-20,7.892228481977076,18.363139940404,16.88663224247166,17.0,8.5,15.9,14.5,6.0,21.0,19.379166666666674,1.0,21.0,2,18599.0
2003-05-21,3.2705525603536625,13.734511612291227,12.975033547331217,17.0,5.1,15.4,5.4,6.0,21.0,24.10000000000001,2.0,21.0,0,17622.0
2003-05-22,2.9362427956541484,12.861135939569195,7.781576362599836,14.0,5.0,15.0,1.5,6.0,21.0,24.10000000000001,3.0,21.0,0,17662.0
2003-05-23,7.252024476917884,17.48659283160245,9.678789061288096,12.0,8.6,16.3,11.1,6.0,21.0,21.295833333333334,4.0,21.0,0,17713.0
2003-05-26,8.728665683400633,18.795894867845632,12.612093519652806,11.0,8.6,17.7,10.8,6.0,21.0,23.366666666666674,0.0,22.0,0,17990.0
2003-05-27,10.417770214770412,18.286993701717773,14.646031653142071,16.0,9.5,17.5,11.8,6.0,21.0,14.525000000000004,1.0,22.0,0,17980.0
2003-05-28,10.258589096359056,21.817544439411826,14.932646178924054,16.0,9.6,19.7,13.5,6.0,21.0,22.10000000000001,2.0,22.0,0,18108.0
2003-05-29,11.795894867845632,26.72420428441573,17.85350481546414,12.0,10.7,24.2,14.6,6.0,21.0,22.095833333333346,3.0,22.0,0,18208.0
2003-05-30,11.458589096359056,21.550956971299282,17.80549650590515,15.0,10.8,20.8,10.1,6.0,21.0,24.10000000000001,4.0,22.0,0,18224.0
2003-06-02,7.497440171251907,21.974285056395907,9.943468256334873,13.0,9.3,21.4,8.5,6.0,21.0,24.10000000000001,0.0,23.0,0,18339.0
2003-06-03,6.797440171251908,16.76320056635705,13.259701000352631,14.0,8.2,18.2,4.8,6.0,21.0,23.90000000000001,1.0,23.0,0,17882.0
2003-06-04,11.706742869345026,16.318202280750874,13.159091555262153,8.0,11.5,16.1,11.7,6.0,21.0,19.087500000000013,2.0,23.0,0,18410.0
2003-06-05,11.132355823177438,18.391399544532145,14.131215124285074,14.0,9.9,15.2,13.8,6.0,21.0,9.404166666666667,3.0,23.0,0,18123.0
2003-06-06,10.230320445040837,26.39442934458951,15.699367016812975,15.0,9.4,22.3,15.2,6.0,21.0,23.70000000000001,4.0,23.0,0,18267.0
2003-06-09,14.31282307039232,22.607638712820247,20.859337363372603,15.0,12.8,19.7,14.8,6.0,21.0,22.96250000000001,0.0,24.0,0,18432.0
2003-06-10,10.586993701717773,22.34916192237597,18.298601991171356,13.0,9.8,19.1,14.2,6.0,21.0,20.566666666666674,1.0,24.0,0,18138.0
2003-06-11,13.254423196920547,29.713368333110022,18.09969769344231,12.0,11.5,24.6,18.8,6.0,21.0,19.100000000000012,2.0,24.0,0,19042.0
2003-06-12,16.15299707310674,19.35442319692055,21.070620660221433,8.0,14.2,17.7,13.7,6.0,22.0,22.76666666666668,3.0,24.0,0,18370.0
2003-06-13,18.102954785535665,23.927768671591323,17.62709205123936,15.0,14.5,18.5,17.6,6.0,22.0,7.8916666666666675,4.0,24.0,0,18416.0
2003-06-16,10.789632072129233,22.90362086819034,21.467260317114608,13.0,10.7,21.1,12.0,6.0,22.0,24.10000000000001,0.0,25.0,0,18998.0
2003-06-17,12.630320445040836,29.88740695677223,18.79285564580314,15.0,11.8,24.6,17.0,6.0,22.0,22.43333333333334,1.0,25.0,0,19694.0
2003-06-18,19.12450090064527,27.175880811082468,21.995534195741786,14.0,15.7,22.6,16.6,6.0,22.0,18.166666666666675,2.0,25.0,0,19935.0
2003-06-19,13.189632072129235,24.357386329653572,23.78936917705907,1.0,13.1,19.1,17.1,6.0,22.0,19.158333333333346,3.0,25.0,0,18750.0
2003-06-20,10.767990967603893,22.07131852184501,18.742371820980694,16.0,10.4,20.7,10.3,6.0,22.0,24.10000000000001,4.0,25.0,0,18876.0
2003-06-23,16.375850262069854,33.520139763555,25.17420428441573,16.0,16.3,31.0,14.9,6.0,22.0,24.10000000000001,0.0,26.0,0,22170.0
2003-06-24,18.103388762737943,36.757491750973976,26.32389218904272,15.0,16.1,32.6,17.0,6.0,22.0,21.23333333333334,1.0,26.0,0,23461.0
2003-06-25,25.984571848377694,41.85351887033092,31.926162885566157,15.0,22.2,34.2,20.2,6.0,22.0,22.033333333333346,2.0,26.0,0,24513.0
2003-06-26,26.08740695677223,40.461323116810796,34.520000457890845,12.0,20.8,33.3,20.8,6.0,22.0,18.362500000000008,3.0,26.0,0,24753.0
2003-06-27,20.05188467078159,26.85691011916467,33.006984262481325,17.0,17.1,25.5,17.6,6.0,22.0,23.90000000000001,4.0,26.0,0,19697.0
2003-06-30,16.61754443941183,27.632138712197325,24.427061673093434,15.0,14.2,25.0,16.2,6.0,22.0,24.10000000000001,0.0,27.0,1,18111.0
2003-07-02,20.902954785535666,33.26940099074555,26.544471660649855,14.0,17.3,29.3,16.3,6.0,22.0,19.087500000000006,2.0,27.0,2,21912.0
2003-07-03,21.991399544532147,35.82092212973354,27.844429344589514,14.0,18.8,31.6,17.5,6.0,22.0,19.89583333333334,3.0,27.0,0,23015.0
2003-07-04,25.78472235544133,40.437682604465095,32.42787367695,15.0,21.5,31.3,21.8,6.0,22.0,18.63333333333334,4.0,27.0,0,23175.0
2003-07-07,25.094429344589514,32.83697068067119,28.68240372126645,19.0,19.5,25.1,20.2,6.0,22.0,13.516666666666673,0.0,28.0,0,20677.0
2003-07-08,23.64136103208639,32.44582223160262,29.362493103055677,14.0,20.9,28.6,20.5,6.0,22.0,18.362500000000004,1.0,28.0,0,22137.0
2003-07-09,21.786588049220228,29.30726510170141,29.856275572032427,15.0,19.0,26.3,13.9,6.0,22.0,24.10000000000001,2.0,28.0,0,20951.0
2003-07-10,20.61754443941183,24.97968010905823,24.07817149830652,19.0,17.7,20.6,18.1,6.0,22.0,19.091666666666665,3.0,28.0,0,18943.0
2003-07-11,19.18658804922023,30.22436403759608,22.64159992190765,9.0,16.0,23.8,19.7,6.0,22.0,15.700000000000005,4.0,28.0,0,19246.0
2003-07-14,17.751884670781592,30.86571083955856,24.937518300932947,16.0,14.9,28.0,15.5,6.0,21.0,23.90000000000001,0.0,29.0,0,21149.0
2003-07-15,21.024500900645272,30.927768671591323,25.013579534975694,13.0,17.6,25.5,20.6,6.0,21.0,14.300000000000002,1.0,29.0,0,20852.0
2003-07-16,16.405081051131212,27.64322708361796,28.125890832305256,1.0,14.3,22.2,19.6,6.0,21.0,21.554166666666674,2.0,29.0,0,19410.0
2003-07-17,13.978396781806564,34.210367723887664,21.138993796876182,13.0,12.7,29.2,18.8,6.0,21.0,24.10000000000001,3.0,29.0,0,20741.0
2003-07-18,16.830320445040833,24.801129431172622,27.421539205211467,17.0,14.8,24.1,15.1,6.0,21.0,24.10000000000001,4.0,29.0,0,19745.0
2003-07-21,20.107431334149823,28.605578944999838,22.394429344589515,16.0,16.2,22.6,19.0,6.0,21.0,13.220833333333333,0.0,30.0,0,19572.0
2003-07-22,20.984722355441328,29.82915533209975,24.186626532937414,12.0,16.7,23.6,19.6,6.0,21.0,17.216666666666672,1.0,30.0,0,19903.0
2003-07-23,20.145822231602615,30.013439886276487,24.41962382523796,13.0,16.3,25.6,17.2,6.0,21.0,24.10000000000001,2.0,30.0,0,20266.0
2003-07-24,21.276890203170524,29.957491750973983,24.80248937606646,12.0,17.8,26.3,16.1,6.0,21.0,24.10000000000001,3.0,30.0,0,20222.0
2003-07-25,16.60338876273794,32.363139940404,25.62614334637843,16.0,14.6,28.7,15.5,6.0,21.0,24.10000000000001,4.0,30.0,0,20937.0
2003-07-28,15.602906242482705,26.30629119303036,29.54286876370441,17.0,13.7,25.3,14.6,7.0,21.0,24.10000000000001,0.0,31.0,0,20126.0
2003-07-29,16.956910119164668,30.233976218741454,22.73014944095131,14.0,15.3,27.8,13.6,7.0,21.0,23.90000000000001,1.0,31.0,0,20666.0
2003-07-30,17.80508105113121,31.376890203170525,25.023251868148407,16.0,15.7,28.3,14.5,7.0,21.0,23.90000000000001,2.0,31.0,0,21438.0
2003-07-31,22.74136103208639,30.88740695677223,24.821349852272395,12.0,19.4,25.8,17.3,7.0,21.0,21.50000000000001,3.0,31.0,0,21044.0
2003-08-01,24.68740695677223,31.93325676389048,27.392981481546954,14.0,19.1,25.4,19.7,7.0,21.0,17.15833333333334,4.0,31.0,1,21268.0
2003-08-05,24.879680109058228,33.505286042363444,29.29092894886502,13.0,18.8,26.0,20.8,7.0,21.0,7.8625000000000025,1.0,32.0,2,21561.0
2003-08-06,25.64135379190285,31.333256763890482,27.789637908252548,16.0,19.6,24.8,19.9,7.0,21.0,13.1,2.0,32.0,0,21618.0
2003-08-07,21.77539648958634,33.35658219530909,27.66234125059245,15.0,17.1,26.9,18.9,7.0,21.0,21.43333333333334,3.0,32.0,0,22380.0
2003-08-08,24.343659501579474,33.60595943300789,28.379891906450965,14.0,19.1,26.2,19.8,7.0,21.0,22.90000000000001,4.0,32.0,0,22066.0
2003-08-11,25.069750366134638,33.305286042363434,29.061546813217745,14.0,19.0,25.5,20.4,7.0,21.0,20.029166666666672,0.0,33.0,0,21773.0
2003-08-12,24.98579604787962,34.89771153829579,26.25658219530909,14.0,19.2,26.3,21.2,7.0,21.0,20.56666666666668,1.0,33.0,0,22135.0
2003-08-13,25.529155332099737,37.455687019005694,29.570718054846648,12.0,19.3,28.9,21.6,7.0,21.0,22.70000000000001,2.0,33.0,0,23689.0
2003-08-14,25.00866626955284,36.031899273971995,32.22735418100097,17.0,20.2,31.0,18.4,7.0,21.0,24.10000000000001,3.0,33.0,0,22380.0
2003-08-15,25.717828537736693,39.50945684528098,31.49220008193968,14.0,20.5,31.0,21.2,7.0,21.0,17.1,4.0,33.0,0,22066.0
2003-08-18,17.017544439411832,29.72450090064527,22.76592149861799,14.0,14.6,26.3,14.6,7.0,21.0,24.10000000000001,0.0,34.0,0,21773.0
2003-08-19,17.212145984405726,32.224500900645275,24.717912171021442,17.0,14.9,28.8,15.0,7.0,21.0,24.10000000000001,1.0,34.0,0,22135.0
2003-08-20,20.949161922375964,35.079866542817534,27.217555915152047,16.0,17.7,30.3,18.7,7.0,21.0,23.300000000000008,2.0,34.0,0,23689.0
2003-08-21,23.97588081108247,39.10595943300789,28.15375508947688,14.0,19.1,31.7,20.1,7.0,21.0,14.087500000000004,3.0,34.0,0,20726.0
2003-08-22,22.407638712820244,29.30453362106184,32.46890196193628,0.0,19.5,26.3,19.6,7.0,21.0,23.300000000000008,4.0,34.0,0,19325.0
2003-08-25,23.557491750973984,34.36975036613463,22.66953264955775,13.0,19.4,29.0,18.6,7.0,21.0,24.10000000000001,0.0,35.0,0,21677.0
2003-08-26,24.213368333110022,36.229155332099744,27.643763316956683,15.0,18.5,30.0,20.4,7.0,21.0,20.09166666666668,1.0,35.0,0,21910.0
2003-08-27,17.55311469660375,29.61782853773668,29.07120643379568,9.0,15.7,26.2,16.9,7.0,21.0,24.10000000000001,2.0,35.0,0,20688.0
2003-08-28,13.865369961751915,24.656384833553297,22.191547841748303,15.0,12.4,22.7,16.1,7.0,21.0,23.90000000000001,3.0,35.0,0,19265.0
2003-08-29,18.80859162660134,37.875499122629144,21.57215790881103,13.0,17.2,29.8,23.1,7.0,20.0,17.545833333333338,4.0,35.0,1,20834.0
2003-09-02,17.80763871282025,26.269400990745538,21.09282502959384,13.0,14.9,22.3,15.9,7.0,20.0,22.76666666666668,1.0,36.0,2,19162.0
2003-09-03,21.343659501579474,27.231733044030992,22.83256523189711,16.0,16.8,23.2,17.6,7.0,20.0,20.158333333333346,2.0,36.0,0,19761.0
2003-09-04,16.61754443941183,25.027768671591325,24.913505023374306,0.0,14.2,22.1,17.2,7.0,20.0,22.166666666666675,3.0,36.0,0,18918.0
2003-09-05,13.489479865156538,22.012309260415574,21.339369177059073,15.0,12.8,22.3,12.8,7.0,20.0,24.10000000000001,4.0,36.0,0,18548.0
2003-09-08,16.124717186227922,23.012823070392322,23.7641909285104,14.0,14.8,21.9,13.2,7.0,20.0,24.10000000000001,0.0,37.0,0,19249.0
2003-09-09,13.943930499423947,24.317544439411826,20.00633599450234,14.0,13.2,22.0,13.1,7.0,20.0,24.10000000000001,1.0,37.0,0,19050.0
2003-09-10,15.505081051131214,27.465710839558557,19.89887293281984,14.0,13.4,24.2,15.9,7.0,20.0,23.50000000000001,2.0,37.0,0,19974.0
2003-09-11,17.932138712197325,29.270715866337362,22.08395576471453,12.0,15.3,26.8,15.2,7.0,20.0,22.033333333333346,3.0,37.0,0,20700.0
2003-09-12,22.94582223160262,28.16940099074554,24.489033200961643,13.0,18.3,24.2,17.6,7.0,20.0,20.62500000000001,4.0,37.0,0,20384.0
2003-09-15,16.159915687076595,28.52436403759608,28.052886704195892,9.0,13.9,21.2,19.7,7.0,20.0,15.745833333333335,0.0,38.0,0,20243.0
